iteration NAG_constant_time_X NAG_constant_time_Y NAG_constant_objective_X NAG_constant_objective_Y NAG_constant_hpwl_X NAG_constant_hpwl_Y NAG_constant_euclidean_norm_X NAG_constant_euclidean_norm_Y NAG_scaled-by-sqrt_time_X NAG_scaled-by-sqrt_time_Y NAG_scaled-by-sqrt_objective_X NAG_scaled-by-sqrt_objective_Y NAG_scaled-by-sqrt_hpwl_X NAG_scaled-by-sqrt_hpwl_Y NAG_scaled-by-sqrt_euclidean_norm_X NAG_scaled-by-sqrt_euclidean_norm_Y NAG_observed-lipschitz_time_X NAG_observed-lipschitz_time_Y NAG_observed-lipschitz_objective_X NAG_observed-lipschitz_objective_Y NAG_observed-lipschitz_hpwl_X NAG_observed-lipschitz_hpwl_Y NAG_observed-lipschitz_euclidean_norm_X NAG_observed-lipschitz_euclidean_norm_Y NAG_min-observed-lipschitz_time_X NAG_min-observed-lipschitz_time_Y NAG_min-observed-lipschitz_objective_X NAG_min-observed-lipschitz_objective_Y NAG_min-observed-lipschitz_hpwl_X NAG_min-observed-lipschitz_hpwl_Y NAG_min-observed-lipschitz_euclidean_norm_X NAG_min-observed-lipschitz_euclidean_norm_Y NAG_barzilai-borwein_time_X NAG_barzilai-borwein_time_Y NAG_barzilai-borwein_objective_X NAG_barzilai-borwein_objective_Y NAG_barzilai-borwein_hpwl_X NAG_barzilai-borwein_hpwl_Y NAG_barzilai-borwein_euclidean_norm_X NAG_barzilai-borwein_euclidean_norm_Y NAG_backtracking-line-search_time_X NAG_backtracking-line-search_time_Y NAG_backtracking-line-search_objective_X NAG_backtracking-line-search_objective_Y NAG_backtracking-line-search_hpwl_X NAG_backtracking-line-search_hpwl_Y NAG_backtracking-line-search_euclidean_norm_X NAG_backtracking-line-search_euclidean_norm_Y GD_constant_time_X GD_constant_time_Y GD_constant_objective_X GD_constant_objective_Y GD_constant_hpwl_X GD_constant_hpwl_Y GD_constant_euclidean_norm_X GD_constant_euclidean_norm_Y GD_scaled-by-sqrt_time_X GD_scaled-by-sqrt_time_Y GD_scaled-by-sqrt_objective_X GD_scaled-by-sqrt_objective_Y GD_scaled-by-sqrt_hpwl_X GD_scaled-by-sqrt_hpwl_Y GD_scaled-by-sqrt_euclidean_norm_X GD_scaled-by-sqrt_euclidean_norm_Y GD_observed-lipschitz_time_X GD_observed-lipschitz_time_Y GD_observed-lipschitz_objective_X GD_observed-lipschitz_objective_Y GD_observed-lipschitz_hpwl_X GD_observed-lipschitz_hpwl_Y GD_observed-lipschitz_euclidean_norm_X GD_observed-lipschitz_euclidean_norm_Y GD_min-observed-lipschitz_time_X GD_min-observed-lipschitz_time_Y GD_min-observed-lipschitz_objective_X GD_min-observed-lipschitz_objective_Y GD_min-observed-lipschitz_hpwl_X GD_min-observed-lipschitz_hpwl_Y GD_min-observed-lipschitz_euclidean_norm_X GD_min-observed-lipschitz_euclidean_norm_Y GD_barzilai-borwein_time_X GD_barzilai-borwein_time_Y GD_barzilai-borwein_objective_X GD_barzilai-borwein_objective_Y GD_barzilai-borwein_hpwl_X GD_barzilai-borwein_hpwl_Y GD_barzilai-borwein_euclidean_norm_X GD_barzilai-borwein_euclidean_norm_Y GD_backtracking-line-search_time_X GD_backtracking-line-search_time_Y GD_backtracking-line-search_objective_X GD_backtracking-line-search_objective_Y GD_backtracking-line-search_hpwl_X GD_backtracking-line-search_hpwl_Y GD_backtracking-line-search_euclidean_norm_X GD_backtracking-line-search_euclidean_norm_Y
447 2848.9 2844.0 2.1864 8.22944 3.09754 9.39134 0.08041066 1.1017511524999999 3052.7 3047.6 2.64123 1.08589 3.17428 2.11139 0.0098729125 0.1039264025 2945.6 2939.1 2.18467 1.10322 3.11019 2.06383 0.0954338825 0.07274517 3127.7 3121.0 2.1864 1.10299 3.09754 2.0616 0.08041066 0.0548453175 2987.3999999999996 2981.2999999999997 2.18681 1.10534 3.07912 2.05124 0.004799215 0.002917925 4376.3 4376.2 2.27719 1.11902 3.04784 2.00881 0.0065698625 0.002953135 2043.6 2036.0 2.72617 8.91081 3.20592 9.30055 0.013662785 1.0936483000000001 2159.7999999999997 2152.0 2.77191 1.56823 3.23455 2.03941 0.0192106025 0.02126265 2048.8999999999996 2041.2 2.54368 1.26763 3.13429 1.91552 0.0323780275 0.0096419275 2136.1 2128.0 2.72617 1.53681 3.20592 2.02617 0.013662785 0.0194659825 2122.8 2115.1000000000004 2.23027 1.10795 3.0182 2.00818 0.0168637725 0.0026677675 3609.7000000000003 3609.7000000000003 2.72617 1.5993 3.20592 2.04494 0.013662785 0.0225539875
448 2855.3 2850.4 2.18613 2.53832 3.09806 3.81578 0.0797988125 1.1301501 3059.6 3054.3999999999996 2.64094 1.08565 3.17418 2.11169 0.009866574999999999 0.1021269625 2952.0 2945.6 2.18436 1.10298 3.11043 2.06443 0.0944649675 0.0727719825 3134.7 3127.7 2.18613 1.10276 3.09806 2.06219 0.0797988125 0.0548705725 2993.8999999999996 2987.3999999999996 2.18658 1.1051 3.07991 2.05188 0.0046634375 0.0029189525 4385.900000000001 4385.8 2.27614 1.1188 3.04762 2.00936 0.0065603875 0.00294305 2048.1 2040.6 2.72609 4.86257 3.20588 5.26588 0.0136561875 1.104917995 2164.5 2156.7 2.7719 1.56802 3.23454 2.03935 0.019209075 0.02125194 2053.3999999999996 2045.8 2.93477 1.26758 3.65922 1.91616 0.916903125 0.026658249999999998 2140.7999999999997 2132.7999999999997 2.72609 1.53646 3.20588 2.02606 0.0136561875 0.019450145 2127.6000000000004 2119.7000000000003 2.23022 1.10788 3.01723 2.0084 0.005523287500000001 0.0038067075 3617.7000000000003 3617.7000000000003 2.72609 1.59899 3.20588 2.04485 0.0136561875 0.022537365
449 2861.8 2856.8 2.18583 8.18694 3.09919 9.3524 0.08041064249999999 1.1035262525 3066.3999999999996 3061.2999999999997 2.64066 1.08543 3.17408 2.11174 0.009860260000000001 0.10013256749999999 2958.4 2952.0 2.184 1.10274 3.11154 2.06506 0.095099345 0.07274987000000001 3141.5 3134.7 2.18583 1.10252 3.09919 2.06281 0.08041064249999999 0.054867229999999996 3000.0 2993.8999999999996 2.18634 1.10487 3.0807 2.05253 0.0046391025 0.002919595 4395.6 4395.5 2.2751 1.11858 3.0474 2.00992 0.0065501825 0.0029329075 2052.7 2045.1 2.726 8.89255 3.20584 9.28425 0.013649604999999999 1.0936527775 2169.4 2161.4 2.77189 1.56781 3.23453 2.03929 0.0192075525 0.0212412625 2057.8999999999996 2050.2999999999997 2.5934 1.26755 3.30059 1.91618 0.50385041 0.028974519999999997 2145.6 2137.6 2.726 1.53612 3.20584 2.02594 0.013649604999999999 0.0194343475 2132.2000000000003 2124.3 2.23021 1.10786 3.01725 2.00831 0.005234524999999999 0.0033248275 3625.4 3625.4 2.726 1.59868 3.20584 2.04477 0.013649604999999999 0.022520779999999997
450 2868.4 2863.2 2.18555 2.54003 3.09972 3.81905 0.07979606 1.1307015200000001 3073.3999999999996 3068.1 2.64038 1.0852 3.17398 2.11208 0.0098539625 0.0984042525 2965.2 2958.4 2.18369 1.1025 3.1118 2.06565 0.09414676749999999 0.0727785475 3148.2 3141.5 2.18555 1.10228 3.09972 2.0634 0.07979606 0.05489205 3006.1 3000.0 2.1861 1.10464 3.0815 2.05317 0.0047087925000000004 0.0029198125 4405.3 4405.2 2.27405 1.11836 3.04717 2.01047 0.006539192500000001 0.0029227275 2057.3 2049.7 2.72592 4.8805 3.2058 5.28339 0.0136430375 1.1082569825000002 2174.1 2166.2 2.77189 1.56761 3.23452 2.03923 0.01920603 0.0212306125 2062.5 2054.7999999999997 2.55459 1.26739 3.20766 1.91545 0.266003135 0.0085787275 2150.2999999999997 2142.2999999999997 2.72592 1.53577 3.2058 2.02583 0.0136430375 0.0194185875 2136.8 2129.0 2.2302 1.10786 3.01725 2.00833 0.005227305000000001 0.0053260875 3633.3 3633.3 2.72592 1.59837 3.2058 2.04469 0.0136430375 0.0225042375
451 2874.8 2869.7 2.18524 8.16331 3.10086 9.33288 0.08041005749999999 1.1033131125 3080.2999999999997 3075.1 2.64009 1.08498 3.17387 2.11214 0.009847685 0.0964917525 2971.6 2965.2 2.18333 1.10227 3.11295 2.06627 0.094859125 0.0727583025 3155.2 3148.2 2.18524 1.10205 3.10086 2.06402 0.08041005749999999 0.05488845 3012.2999999999997 3006.1 2.18585 1.10441 3.08232 2.05381 0.00477954 0.002919555 4414.8 4414.7 2.27301 1.11814 3.04695 2.01102 0.00652738 0.00291253 2061.8 2054.3 2.72584 8.90998 3.20576 9.30122 0.013636487499999999 1.0936459775 2178.9 2171.0 2.77188 1.5674 3.23452 2.03917 0.019204509999999998 0.021219995000000002 2067.1 2059.5 2.54201 1.26737 3.13324 1.91541 0.02569635 0.0084434825 2155.2 2147.1 2.72584 1.53542 3.20576 2.02571 0.013636487499999999 0.0194028625 2141.4 2133.6000000000004 2.23018 1.10785 3.01725 2.00832 0.005223315 0.00241622 3641.4 3641.4 2.72584 1.59807 3.20576 2.0446 0.013636487499999999 0.0224877325
452 2881.3 2876.1 2.18495 2.488 3.10139 3.77455 0.079792765 1.1288775149999999 3087.2 3082.0 2.63981 1.08476 3.17377 2.1125 0.0098414275 0.094834635 2978.0 2971.6 2.18302 1.10203 3.11323 2.06686 0.09392486750000001 0.07278812750000001 3162.2 3155.2 2.18495 1.10181 3.10139 2.06461 0.079792765 0.0549128325 3018.7 3012.2999999999997 2.18559 1.10417 3.08313 2.05444 0.0047266625 0.0029187799999999997 4424.700000000001 4424.6 2.27196 1.11793 3.04673 2.01157 0.0065147075 0.0029023449999999998 2066.3 2058.8 2.72575 4.86187 3.20572 5.26667 0.013629955000000001 1.1049261875 2183.6 2175.7 2.77187 1.5672 3.23451 2.03911 0.019202992500000002 0.0212094025 2071.7 2064.1 2.54188 1.26723 3.13154 1.91537 0.0087605325 0.008442895 2160.0 2151.7999999999997 2.72575 1.53508 3.20572 2.02559 0.013629955000000001 0.019387177499999998 2146.1000000000004 2138.3 2.23013 1.10785 3.01724 2.00833 0.005217595 0.0023852925 3649.2000000000003 3649.2000000000003 2.72575 1.59776 3.20572 2.04452 0.013629955000000001 0.0224712675
453 2887.9 2882.5 2.18462 8.17009 3.10253 9.34003 0.08040892499999999 1.1010297875000001 3094.1 3089.0 2.63953 1.08455 3.17367 2.11259 0.00983519 0.0930028225 2984.7 2978.0 2.18265 1.10179 3.11442 2.06748 0.09463713 0.07276898 3168.7999999999997 3162.1 2.18462 1.10157 3.10253 2.06522 0.08040892499999999 0.0549089775 3024.8999999999996 3018.7 2.18532 1.10394 3.08394 2.05508 0.004667465 0.002917435 4434.3 4434.2 2.27092 1.11771 3.0465 2.01212 0.0065011525 0.0028921925 2070.8 2063.3 2.72567 8.8918 3.20568 9.28499 0.0136234375 1.0936557199999999 2188.5 2180.5 2.77186 1.56699 3.2345 2.03905 0.01920148 0.021198842500000002 2076.2 2068.7 2.54186 1.26468 3.1315 1.91561 0.00849517 0.0383563575 2164.7 2156.7 2.72567 1.53473 3.20568 2.02548 0.0136234375 0.01937153 2150.8 2142.9 2.23006 1.10785 3.01724 2.00833 0.0052198374999999995 0.00238116 3657.3 3657.3 2.72567 1.59745 3.20568 2.04444 0.0136234375 0.022454842500000002
454 2894.5 2889.1 2.18432 2.52077 3.10306 3.8047 0.07978894 1.126006515 3100.8999999999996 3095.7999999999997 2.63924 1.08433 3.17357 2.11297 0.00982897 0.09141447999999999 2991.2 2984.7 2.18235 1.10155 3.1147 2.06806 0.093651025 0.07279912749999999 3175.8999999999996 3168.7999999999997 2.18432 1.10134 3.10306 2.0658 0.07978894 0.054932925 3031.1 3024.8999999999996 2.18504 1.1037 3.08475 2.05571 0.0046704 0.0029154974999999997 4444.1 4444.1 2.26988 1.11749 3.04628 2.01266 0.0064867100000000006 0.0028821 2075.4 2067.8 2.72559 4.87978 3.20564 5.28416 0.0136169375 1.1082563175 2193.2999999999997 2185.2 2.77186 1.56679 3.2345 2.03899 0.019199967499999998 0.021188310000000002 2080.7 2073.2999999999997 2.54175 1.38215 3.13142 2.06466 0.0084637025 0.613905775 2169.5 2161.3999999999996 2.72559 1.53439 3.20564 2.02536 0.0136169375 0.0193559175 2155.4 2147.7000000000003 2.23003 1.10784 3.01722 2.00835 0.005233925 0.00236647 3665.2000000000003 3665.2000000000003 2.72559 1.59715 3.20564 2.04436 0.0136169375 0.022438455
455 2900.9 2895.5 2.18398 8.12835 3.1042 9.30198 0.080407325 1.0932469575000001 3107.7999999999997 3102.6 2.63896 1.08413 3.17346 2.11308 0.00982277 0.0896596625 2997.6 2991.2 2.18198 1.10132 3.11589 2.06868 0.0943551225 0.0727802075 3182.6 3175.8999999999996 2.18398 1.1011 3.1042 2.06641 0.080407325 0.0549288225 3037.5 3031.1 2.18476 1.10347 3.08557 2.05634 0.0047185025 0.0029129299999999998 4453.700000000001 4453.6 2.26884 1.11728 3.04605 2.01321 0.006471375 0.00287209 2079.9 2072.4 2.7255 8.90917 3.2056 9.30189 0.013610452499999998 1.0936436550000002 2198.0 2190.0 2.77185 1.56658 3.23449 2.03893 0.0191984575 0.021177805 2085.2 2077.7999999999997 2.54108 1.26619 3.1324 1.92061 0.0195702575 0.11601547250000001 2174.2999999999997 2166.2 2.7255 1.53404 3.2056 2.02525 0.013610452499999998 0.0193403425 2160.1000000000004 2152.4 2.23002 1.10781 3.01723 2.00839 0.0052120025 0.0023494275 3673.1000000000004 3673.1000000000004 2.7255 1.59684 3.2056 2.04427 0.013610452499999998 0.02242211
456 2907.5 2902.0 2.18367 2.46006 3.10473 3.74513 0.0797847675 1.1309167875000001 3114.6 3109.5 2.63868 1.08391 3.17336 2.11349 0.00981659 0.088135245 3004.0 2997.6 2.18167 1.10108 3.11615 2.06926 0.0934144475 0.072809765 3189.2999999999997 3182.6 2.18367 1.10087 3.10473 2.06698 0.0797847675 0.0549523325 3043.7 3037.5 2.18447 1.10324 3.08639 2.05696 0.00473261 0.0029097075000000003 4463.5 4463.4 2.2678 1.11706 3.04582 2.01375 0.0064551675 0.00286219 2084.4 2077.0 2.72542 4.86119 3.20556 5.26746 0.0136039825 1.1049343875 2202.7999999999997 2194.7999999999997 2.77184 1.56638 3.23448 2.03887 0.0191969525 0.021167329999999998 2089.8999999999996 2082.2999999999997 2.54956 1.26419 3.16844 1.91594 0.2251705575 0.05100612 2179.2 2171.0 2.72542 1.5337 3.20556 2.02513 0.0136039825 0.019324802500000002 2164.7000000000003 2157.0 2.23001 1.10778 3.01723 2.00848 0.0052113075 0.00400952 3681.2000000000003 3681.2000000000003 2.72542 1.59654 3.20556 2.04419 0.0136039825 0.0224058
457 2914.0 2908.5 2.18333 8.19602 3.10587 9.36593 0.0804055225 1.0978004975 3121.5 3116.2999999999997 2.63839 1.08371 3.17326 2.1136 0.0098104275 0.086451415 3010.7 3004.0 2.18131 1.10084 3.11735 2.06987 0.0941753075 0.0727901325 3196.2999999999997 3189.2999999999997 2.18333 1.10063 3.10587 2.06759 0.0804055225 0.054947989999999995 3049.7999999999997 3043.7 2.18417 1.103 3.08721 2.0576 0.00468938 0.0029057974999999996 4473.1 4473.0 2.26677 1.11685 3.04559 2.01429 0.006438105 0.0028524275 2089.0 2081.5 2.72534 8.89107 3.20552 9.28573 0.01359753 1.093658685 2207.7 2199.6 2.77183 1.56618 3.23447 2.03881 0.0191954475 0.021156885 2094.3999999999996 2086.8999999999996 2.54082 1.26374 3.13343 1.91425 0.0321876525 0.008646872500000001 2184.0 2176.0 2.72534 1.53335 3.20552 2.02501 0.01359753 0.0193093025 2169.5 2161.7000000000003 2.23 1.10778 3.01723 2.00845 0.005210725 0.0023329375 3689.0 3689.0 2.72534 1.59624 3.20552 2.04411 0.01359753 0.0223895325
458 2920.3 2914.9 2.18302 2.48469 3.10641 3.77087 0.07978046000000001 1.1314361725000002 3128.5 3123.2 2.63811 1.08351 3.17315 2.11403 0.009804282499999999 0.08498394249999999 3017.2 3010.7 2.181 1.10061 3.11761 2.07044 0.09323077 0.0728181225 3203.1 3196.2999999999997 2.18302 1.1004 3.10641 2.06816 0.07978046000000001 0.0549710675 3056.0 3049.7999999999997 2.18387 1.10276 3.08803 2.05821 0.00466017 0.00290118 4482.700000000001 4482.6 2.26573 1.11664 3.04536 2.01483 0.0064202225 0.0028428225000000002 2093.6 2086.0 2.72525 4.87908 3.20547 5.28493 0.013591095 1.1082556225 2212.5 2204.2999999999997 2.77182 1.56597 3.23447 2.03875 0.019193945 0.021146465 2098.8999999999996 2091.5 2.54064 1.26371 3.13094 1.91424 0.0086449625 0.008334305 2188.7999999999997 2180.7999999999997 2.72525 1.53301 3.20547 2.0249 0.013591095 0.019293835000000002 2174.1000000000004 2166.3 2.22954 1.10778 3.01718 2.00845 0.0051971924999999995 0.002315915 3696.8 3696.8 2.72525 1.59593 3.20547 2.04403 0.013591095 0.0223733
459 2926.7 2921.3 2.18268 8.21269 3.10755 9.38278 0.080403625 1.09725229 3135.2999999999997 3130.1 2.63783 1.08331 3.17305 2.11417 0.0097981575 0.08336318749999999 3023.5 3017.2 2.18064 1.10037 3.11882 2.07105 0.09396201750000001 0.0727967975 3209.7 3203.0 2.18268 1.10016 3.10755 2.06876 0.080403625 0.0549664925 3062.3999999999996 3056.0 2.18356 1.10253 3.08885 2.05884 0.00466707 0.0028958425 4492.6 4492.5 2.2647 1.11642 3.04513 2.01537 0.006401565 0.0028334025000000002 2098.2 2090.5 2.72517 8.90836 3.20543 9.30256 0.0135846725 1.0936413325 2217.2999999999997 2209.2999999999997 2.77182 1.56577 3.23446 2.03869 0.0191924475 0.021136075 2103.3999999999996 2096.0 2.54061 1.26361 3.13098 1.9142 0.00843324 0.008288695 2193.5 2185.5 2.72517 1.53267 3.20543 2.02478 0.0135846725 0.019278405 2178.8 2171.1000000000004 2.22869 1.10778 3.01776 2.00845 0.0123495125 0.0023141575 3704.9 3704.9 2.72517 1.59563 3.20543 2.04395 0.0135846725 0.0223571075
460 2933.2 2927.9 2.18237 2.49476 3.1081 3.7819 0.07977614 1.1301764774999998 3142.2 3136.8999999999996 2.63754 1.08311 3.17295 2.11461 0.00979205 0.08194404749999999 3030.3 3023.5 2.18034 1.10014 3.11907 2.07162 0.0930194975 0.07282222249999999 3216.6 3209.7 2.18237 1.09993 3.1081 2.06933 0.07977614 0.054989145 3068.6 3062.3999999999996 2.18325 1.10229 3.08967 2.05945 0.0046877475000000005 0.00288978 4502.1 4502.0 2.26368 1.11621 3.0449 2.01591 0.006382184999999999 0.0028241900000000003 2102.7 2095.2 2.72509 4.86051 3.20539 5.26825 0.013578267500000001 1.10494259 2222.0 2214.0 2.77181 1.56557 3.23445 2.03863 0.019190950000000002 0.021125712499999998 2108.1 2100.5 2.5405 1.26294 3.13097 1.91418 0.0084568025 0.0143254325 2198.3999999999996 2190.2999999999997 2.72509 1.53233 3.20539 2.02467 0.013578267500000001 0.0192630125 2183.3 2175.7000000000003 2.22866 1.10776 3.01711 2.00848 0.0056039675 0.0023042525 3712.7000000000003 3712.7000000000003 2.72509 1.59533 3.20539 2.04386 0.013578267500000001 0.022340955000000003
461 2939.6 2934.4 2.18202 8.16108 3.10924 9.33699 0.0804017425 1.0964360899999999 3149.1 3143.8999999999996 2.63726 1.08292 3.17285 2.11476 0.0097859625 0.080377115 3036.7 3030.3 2.17999 1.0999 3.12029 2.07222 0.0937803175 0.07279822 3223.5 3216.6 2.18202 1.0997 3.10924 2.06993 0.0804017425 0.05498435 3074.7 3068.6 2.18294 1.10206 3.0905 2.06007 0.0046786925000000005 0.0028829775 4512.0 4511.9 2.26265 1.116 3.04466 2.01645 0.0063621425 0.0028152050000000003 2107.2 2099.8 2.72501 8.89034 3.20535 9.28647 0.0135718775 1.09366167 2226.7 2218.7999999999997 2.7718 1.56537 3.23444 2.03857 0.0191894575 0.02111538 2112.6 2105.1 2.53956 1.26939 3.13182 1.92881 0.02687975 0.1802882425 2203.2999999999997 2195.1 2.72501 1.53199 3.20535 2.02455 0.0135718775 0.0192476525 2187.9 2180.4 2.22865 1.10773 3.01709 2.00853 0.0051838 0.0022997675 3720.8 3720.8 2.72501 1.59502 3.20535 2.04378 0.0135718775 0.02232484
462 2946.1 2940.8 2.18171 2.45484 3.10979 3.7477 0.07977185 1.1290873925 3156.0 3150.7999999999997 2.63698 1.08272 3.17274 2.11522 0.00977989 0.0789967075 3043.1 3036.7 2.1797 1.09967 3.12054 2.07279 0.092817245 0.07282010250000001 3230.2 3223.5 2.18171 1.09947 3.10979 2.07049 0.07977185 0.0550065825 3081.1 3074.7 2.18262 1.10182 3.09132 2.06068 0.004645585 0.0028754400000000004 4521.5 4521.4 2.26163 1.11579 3.04443 2.01699 0.0063415024999999995 0.00280647 2111.7 2104.3 2.72492 4.87838 3.20531 5.28569 0.013565505 1.108254905 2231.6 2223.5 2.77179 1.56517 3.23444 2.03851 0.019187964999999998 0.0211050725 2117.1 2109.7 2.55513 1.26287 3.17926 1.91545 0.27229659 0.050505474999999994 2208.0 2199.8999999999996 2.72492 1.53165 3.20531 2.02444 0.013565505 0.019232330000000002 2192.7000000000003 2184.9 2.22864 1.10772 3.01709 2.00856 0.005178902500000001 0.00230823 3728.7000000000003 3728.7000000000003 2.72492 1.59472 3.20531 2.0437 0.013565505 0.02230876
463 2952.6 2947.4 2.18136 8.16809 3.11092 9.34265 0.080399925 1.097237195 3162.7999999999997 3157.6 2.63669 1.08254 3.17264 2.11537 0.0097738375 0.07747368 3049.6 3043.1 2.17935 1.09944 3.12177 2.07339 0.09355553500000001 0.0727924825 3237.0 3230.2 2.18136 1.09923 3.11092 2.07108 0.080399925 0.0550015825 3087.2999999999997 3081.1 2.1823 1.10158 3.09214 2.0613 0.0046299175000000005 0.0028671675 4531.400000000001 4531.3 2.26061 1.11558 3.04419 2.01753 0.00632034 0.002798 2116.5 2108.8 2.72484 8.90757 3.20527 9.30323 0.0135591475 1.0936390100000002 2236.4 2228.2 2.77179 1.56497 3.23443 2.03845 0.019186475 0.0210947925 2121.6 2114.2 2.5393 1.26239 3.13361 1.91398 0.03895883 0.0114770575 2212.7 2204.7999999999997 2.72484 1.53131 3.20527 2.02432 0.0135591475 0.0192170425 2197.3 2189.6000000000004 2.2286 1.10771 3.01709 2.00856 0.005169065 0.0023452424999999997 3736.5 3736.5 2.72484 1.59442 3.20527 2.04362 0.0135591475 0.02229272
464 2959.0 2953.9 2.18105 2.48966 3.11145 3.78027 0.07976767 1.1281308075 3169.7 3164.5 2.63641 1.08235 3.17254 2.11585 0.009767805 0.07612211 3056.3 3049.6 2.17905 1.09921 3.12202 2.07394 0.0925809625 0.07280991249999999 3243.8999999999996 3237.0 2.18105 1.09901 3.11145 2.07164 0.07976767 0.055023407499999996 3093.3999999999996 3087.2999999999997 2.18198 1.10135 3.09297 2.0619 0.00464108 0.0028581824999999996 4540.900000000001 4540.8 2.25959 1.11537 3.04395 2.01807 0.0062987325 0.0027898149999999997 2121.0 2113.4 2.72476 4.85984 3.20523 5.26903 0.013552805 1.1049508000000001 2241.1 2233.0 2.77178 1.56476 3.23442 2.03839 0.01918499 0.0210845425 2126.2999999999997 2118.7 2.53904 1.26236 3.13066 1.91383 0.012557740000000001 0.0082511375 2217.5 2209.5 2.72476 1.53097 3.20523 2.0242 0.013552805 0.01920179 2202.0 2194.3 2.22854 1.10771 3.01708 2.00857 0.0051637950000000005 0.0022828699999999998 3744.7000000000003 3744.7000000000003 2.72476 1.59412 3.20523 2.04353 0.013552805 0.0222767175
465 2965.4 2960.4 2.18071 8.15304 3.11256 9.33045 0.08039827499999999 1.0961497199999999 3176.7 3171.3999999999996 2.63613 1.08216 3.17243 2.11601 0.0097617875 0.0746330675 3062.7 3056.3 2.17871 1.09898 3.12325 2.07454 0.0933477175 0.0727778325 3250.6 3244.0 2.18071 1.09878 3.11256 2.07223 0.08039827499999999 0.0550182225 3099.6 3093.3999999999996 2.18165 1.10111 3.0938 2.06252 0.004651485 0.0028484950000000004 4550.700000000001 4550.6 2.25858 1.11516 3.04372 2.01861 0.00627676 0.002781925 2125.6 2118.0 2.72467 8.88963 3.20519 9.28721 0.0135464775 1.09366468 2245.9 2237.7999999999997 2.77177 1.56457 3.23442 2.03833 0.019183505 0.0210743175 2130.8999999999996 2123.2 2.53901 1.26232 3.13037 1.91381 0.0084177225 0.0082226125 2222.2999999999997 2214.2999999999997 2.72467 1.53063 3.20519 2.02409 0.0135464775 0.019186572500000002 2206.6000000000004 2198.9 2.22841 1.10771 3.01705 2.00857 0.0052014275 0.0022807125 3752.5 3752.5 2.72467 1.59382 3.20519 2.04345 0.0135464775 0.022260752499999998
466 2971.9 2967.0 2.1804 2.44139 3.11308 3.73981 0.0797638025 1.125756285 3183.6 3178.2999999999997 2.63585 1.08198 3.17233 2.11651 0.0097557875 0.07330077 3069.0 3062.7 2.17843 1.09875 3.12353 2.07509 0.0923912225 0.072790015 3257.2999999999997 3250.6 2.1804 1.09855 3.11308 2.07279 0.0797638025 0.0550396525 3106.0 3099.6 2.18133 1.10087 3.09463 2.06311 0.004634625 0.0028381375000000003 4560.400000000001 4560.3 2.25757 1.11495 3.04348 2.01915 0.006254505 0.0027743449999999997 2130.1 2122.5 2.72459 4.8777 3.20515 5.28646 0.013540165 1.10825416 2250.6 2242.5 2.77176 1.56437 3.23441 2.03827 0.0191820225 0.02106412 2135.3999999999996 2127.8999999999996 2.53898 1.26206 3.13035 1.91378 0.00841395 0.008864672499999999 2227.1 2219.2 2.72459 1.53029 3.20515 2.02397 0.013540165 0.01917139 2211.3 2203.6000000000004 2.22839 1.1077 3.01709 2.00858 0.0052038875000000005 0.0022798475 3760.4 3760.4 2.72459 1.59352 3.20515 2.04337 0.013540165 0.022244825
467 2978.3 2973.4 2.18006 8.1406 3.11418 9.31906 0.0803970625 1.0978053 3190.6 3185.3999999999996 2.63556 1.0818 3.17223 2.11667 0.009749805 0.07183637500000001 3075.8 3069.0 2.17809 1.09853 3.12478 2.07568 0.0931305625 0.07275278 3264.3999999999996 3257.2999999999997 2.18006 1.09833 3.11418 2.07337 0.0803970625 0.055034295 3112.2 3106.0 2.18101 1.10064 3.09546 2.06372 0.0046107325 0.0028271324999999997 4569.900000000001 4569.8 2.25656 1.11475 3.04325 2.01969 0.006232055 0.00276708 2134.7 2127.1 2.72451 8.90678 3.20511 9.30389 0.01353387 1.09363669 2255.5 2247.2999999999997 2.77176 1.56417 3.2344 2.03821 0.019180545 0.021053950000000002 2139.8999999999996 2132.5 2.53822 1.26262 3.13015 1.91692 0.0088693475 0.081722595 2231.7999999999997 2223.8999999999996 2.72451 1.52995 3.20511 2.02386 0.01353387 0.0191562425 2216.0 2208.2000000000003 2.22838 1.10765 3.01706 2.00867 0.00515465 0.00226687 3768.5 3768.5 2.72451 1.59322 3.20511 2.04329 0.01353387 0.022228935
